Date,Open,High,Low,Close,Volume
1997-10-09 23:58:00,#N/A,#N/A,#N/A,5606.595,#N/A
1997-10-10 23:58:00,#N/A,#N/A,#N/A,5429.2695,#N/A
1997-10-13 23:58:00,#N/A,#N/A,#N/A,5631.116,#N/A
1997-10-14 23:58:00,#N/A,#N/A,#N/A,5629.8475,#N/A
1997-10-15 23:58:00,#N/A,#N/A,#N/A,5793.039,#N/A
1997-10-16 23:58:00,#N/A,#N/A,#N/A,5904.24,#N/A
1997-10-17 23:58:00,#N/A,#N/A,#N/A,5770.191,#N/A
1997-10-20 23:58:00,#N/A,#N/A,#N/A,5903.295,#N/A
1997-10-22 23:58:00,#N/A,#N/A,#N/A,5874.12,#N/A
1997-10-23 23:58:00,#N/A,#N/A,#N/A,5821.645,#N/A
1997-10-24 23:58:00,#N/A,#N/A,#N/A,5777.28,#N/A
1997-10-27 23:58:00,#N/A,#N/A,#N/A,6008.845,#N/A
1997-10-28 23:58:00,#N/A,#N/A,#N/A,6038.462,#N/A
1997-10-29 23:58:00,#N/A,#N/A,#N/A,6050.85,#N/A
1997-10-30 23:58:00,#N/A,#N/A,#N/A,6069.3595,#N/A
1997-10-31 23:58:00,#N/A,#N/A,#N/A,5992.204,#N/A
1997-11-03 23:58:00,#N/A,#N/A,#N/A,5351.36,#N/A
1997-11-04 23:58:00,#N/A,#N/A,#N/A,5474.625,#N/A
1997-11-05 23:58:00,#N/A,#N/A,#N/A,5531.148,#N/A
1997-11-06 23:58:00,#N/A,#N/A,#N/A,5492.5,#N/A
1997-11-07 23:58:00,#N/A,#N/A,#N/A,5519.76,#N/A
1997-11-10 23:58:00,#N/A,#N/A,#N/A,5610,#N/A
1997-11-11 23:58:00,#N/A,#N/A,#N/A,5648.76,#N/A
1997-11-12 23:58:00,#N/A,#N/A,#N/A,5810.64,#N/A
1997-11-13 23:58:00,#N/A,#N/A,#N/A,5771.5,#N/A
1997-11-14 23:58:00,#N/A,#N/A,#N/A,5847.5875,#N/A
1997-11-17 23:58:00,#N/A,#N/A,#N/A,5826.7905,#N/A
1997-11-18 23:58:00,#N/A,#N/A,#N/A,5801.159,#N/A
1997-11-19 23:58:00,#N/A,#N/A,#N/A,5912.2,#N/A
1997-11-20 23:58:00,#N/A,#N/A,#N/A,6001.275,#N/A
1997-11-24 23:58:00,#N/A,#N/A,#N/A,6100.178,#N/A
1997-11-25 23:58:00,#N/A,#N/A,#N/A,6099.1785,#N/A
1997-11-26 23:58:00,#N/A,#N/A,#N/A,6090.812,#N/A
1997-11-27 23:58:00,#N/A,#N/A,#N/A,6104.26,#N/A
1997-11-28 23:58:00,#N/A,#N/A,#N/A,6144.32,#N/A
1997-12-01 23:58:00,#N/A,#N/A,#N/A,6284.304,#N/A
1997-12-02 23:58:00,#N/A,#N/A,#N/A,6385.14,#N/A
1997-12-03 23:58:00,#N/A,#N/A,#N/A,6589.728,#N/A
1997-12-04 23:58:00,#N/A,#N/A,#N/A,6558.13,#N/A
1997-12-05 23:58:00,#N/A,#N/A,#N/A,6611.115,#N/A
1997-12-08 23:58:00,#N/A,#N/A,#N/A,6810.345,#N/A
1997-12-09 23:58:00,#N/A,#N/A,#N/A,7418.378,#N/A
1997-12-10 23:58:00,#N/A,#N/A,#N/A,7276.941,#N/A
1997-12-11 23:58:00,#N/A,#N/A,#N/A,7571.0525,#N/A
1997-12-12 23:58:00,#N/A,#N/A,#N/A,8252.5,#N/A
1997-12-15 23:58:00,#N/A,#N/A,#N/A,9142,#N/A
1997-12-16 23:58:00,#N/A,#N/A,#N/A,9160.48,#N/A
1997-12-17 23:58:00,#N/A,#N/A,#N/A,8743.41,#N/A
1997-12-18 23:58:00,#N/A,#N/A,#N/A,8673.6,#N/A
1997-12-19 23:58:00,#N/A,#N/A,#N/A,8348,#N/A
1997-12-22 23:58:00,#N/A,#N/A,#N/A,8553.5625,#N/A
1997-12-23 23:58:00,#N/A,#N/A,#N/A,9076.815,#N/A
1997-12-24 23:58:00,#N/A,#N/A,#N/A,9674.4,#N/A
1997-12-25 23:58:00,#N/A,#N/A,#N/A,9680.2,#N/A
1997-12-26 23:58:00,#N/A,#N/A,#N/A,8544.54,#N/A
1997-12-29 23:58:00,#N/A,#N/A,#N/A,8853.65,#N/A
1997-12-30 23:58:00,#N/A,#N/A,#N/A,8773.62,#N/A
1997-12-31 23:58:00,#N/A,#N/A,#N/A,8904.6,#N/A
1998-01-02 23:58:00,#N/A,#N/A,#N/A,9867,#N/A
1998-01-05 23:58:00,#N/A,#N/A,#N/A,11085.36,#N/A
1998-01-06 23:58:00,#N/A,#N/A,#N/A,12165,#N/A
1998-01-07 23:58:00,#N/A,#N/A,#N/A,12592.975,#N/A
1998-01-08 23:58:00,#N/A,#N/A,#N/A,16130,#N/A
1998-01-09 23:58:00,#N/A,#N/A,#N/A,14516.1,#N/A
1998-01-12 23:58:00,#N/A,#N/A,#N/A,13952.64,#N/A
1998-01-13 23:58:00,#N/A,#N/A,#N/A,13069.6,#N/A
1998-01-14 23:58:00,#N/A,#N/A,#N/A,12056.82,#N/A
1998-01-15 23:58:00,#N/A,#N/A,#N/A,13855,#N/A
1998-01-16 23:58:00,#N/A,#N/A,#N/A,13511.57,#N/A
1998-01-19 23:58:00,#N/A,#N/A,#N/A,16375.7242,#N/A
1998-01-20 23:58:00,#N/A,#N/A,#N/A,16094.43,#N/A
1998-01-21 23:58:00,#N/A,#N/A,#N/A,18364.5,#N/A
1998-01-22 23:58:00,#N/A,#N/A,#N/A,21443.5,#N/A
1998-01-23 23:58:00,#N/A,#N/A,#N/A,24324.69,#N/A
1998-01-26 23:58:00,#N/A,#N/A,#N/A,23177,#N/A
